sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
-1.5015871203050712,0.7690313950646512,-1.339092591866844,-1.1797367684652014,0
0.6398240725667408,-0.5867424717900669,1.041834044259263,1.1863645031195007,2
-0.1929469468834082,-0.13481784950516054,0.24819183221722765,0.0033138673271494307,1
-0.9067506778406792,1.6728806396344629,-1.055648944708974,-1.048286697821607,0
-1.2636525433193142,0.09114446163729265,-1.225715133003696,-1.3111868391087962,0
-0.4308815238691652,-1.4905917163598787,0.021436914490931512,-0.12813620331644496,1
0.6398240725667408,-0.8127047829325191,0.8717678559645413,0.9234643618323113,2
0.5208567840738617,0.543069083922198,1.2685889619855593,1.7121647856938786,2
2.1863988229741596,-0.5867424717900669,1.6654100680065773,1.0549144324759059,2
1.5915623805097678,-0.13481784950516054,1.1552115031224113,0.5291141499015278,2
-0.1929469468834082,3.028654506489182,-1.28240386243527,-1.048286697821607,0
0.5208567840738617,-0.36078016064761376,1.041834044259263,0.7920142911887169,2
0.9967259380453758,0.543069083922198,1.0985227736908374,1.7121647856938786,2
0.5208567840738617,-0.5867424717900669,0.7583903971013932,0.3976640792579332,2
-0.4308815238691652,2.576729884204276,-1.339092591866844,-1.3111868391087962,0
0.8777586495524967,-0.36078016064761376,0.47494674994352326,0.1347639379707441,1
-0.4308815238691652,-1.2646294052174254,0.1348143733540796,0.1347639379707441,1
-0.7877833893478001,2.3507675730618214,-1.28240386243527,-1.4426369097523906,0
0.2829222070881048,-0.5867424717900669,0.1348143733540796,0.1347639379707441,1
-1.1446852548264352,-0.13481784950516054,-1.339092591866844,-1.3111868391087962,0
-0.3119142353762872,-0.8127047829325191,0.24819183221722765,0.1347639379707441,1
-0.9067506778406792,0.9949937062071044,-1.339092591866844,-1.1797367684652014,0
1.5915623805097678,1.2209560173495575,1.325277691417133,1.7121647856938786,2
-0.4308815238691652,-1.7165540275023319,0.1348143733540796,0.1347639379707441,1
-1.1446852548264352,0.09114446163729265,-1.28240386243527,-1.3111868391087962,0
1.1156932265382538,-0.5867424717900669,0.5883242088066714,0.26621400861433847,1
0.2829222070881048,-0.5867424717900669,0.5316354793750976,0.0033138673271494307,1
-0.07397965839053022,-0.8127047829325191,0.7583903971013932,0.9234643618323113,2
0.04498763010234881,0.31710677277974586,0.5883242088066714,0.7920142911887169,1
-0.6688161008549222,1.4469183284920109,-1.28240386243527,-1.3111868391087962,0
0.9967259380453758,0.09114446163729265,0.3615692910803757,0.26621400861433847,1
0.9967259380453758,-0.13481784950516054,0.8150791265329674,1.4492646444066895,2
1.5915623805097678,0.31710677277974586,1.2685889619855593,0.7920142911887169,2
-0.9067506778406792,0.543069083922198,-1.1690264035721223,-0.9168366271780124,0
0.04498763010234881,-0.13481784950516054,0.7583903971013932,0.7920142911887169,2
-0.3119142353762872,-0.5867424717900669,0.6450129382382457,1.0549144324759059,2
-1.0257179663335572,1.2209560173495575,-1.339092591866844,-1.3111868391087962,0
-0.4308815238691652,-1.0386670940749723,0.3615692910803757,0.0033138673271494307,1
-1.1446852548264352,0.09114446163729265,-1.28240386243527,-1.4426369097523906,0
0.4018894955809838,-0.36078016064761376,0.30488056164880145,0.1347639379707441,1
-1.1446852548264352,1.2209560173495575,-1.339092591866844,-1.4426369097523906,0
-1.2636525433193142,0.7690313950646512,-1.055648944708974,-1.3111868391087962,0
0.4018894955809838,-0.5867424717900669,0.5883242088066714,0.7920142911887169,2
-0.9067506778406792,0.7690313950646512,-1.28240386243527,-1.3111868391087962,0
-0.4308815238691652,0.9949937062071044,-1.3957813212984178,-1.3111868391087962,0
